METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID;geo_point_2d
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52286;"{""coordinates"": [-123.11496211423362, 49.25606818444843], ""type"": ""Point""}";Riley Park;563224;49.25606818444843, -123.11496211423362
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51659;"{""coordinates"": [-123.11525710450789, 49.256525603210505], ""type"": ""Point""}";South Cambie;563207;49.256525603210505, -123.11525710450789
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52136;"{""coordinates"": [-123.11499866794964, 49.25567716190442], ""type"": ""Point""}";Riley Park;563304;49.25567716190442, -123.11499866794964
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53821;"{""coordinates"": [-123.11500743975184, 49.255460089544634], ""type"": ""Point""}";Riley Park;563310;49.255460089544634, -123.11500743975184
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54941;"{""coordinates"": [-123.11500743975184, 49.255460089544634], ""type"": ""Point""}";Riley Park;563312;49.255460089544634, -123.11500743975184
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;57650;"{""coordinates"": [-123.14557021701081, 49.265188506697925], ""type"": ""Point""}";Fairview;642310;49.265188506697925, -123.14557021701081
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56958;"{""coordinates"": [-123.14584386475447, 49.26484246685285], ""type"": ""Point""}";Kitsilano;642315;49.26484246685285, -123.14584386475447
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62212;"{""coordinates"": [-123.11463077187044, 49.27725201549185], ""type"": ""Point""}";Downtown;550809;49.27725201549185, -123.11463077187044
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62241;"{""coordinates"": [-123.11474584839564, 49.27717596392026], ""type"": ""Point""}";Downtown;550813;49.27717596392026, -123.11474584839564
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50528;"{""coordinates"": [-123.14173682890748, 49.26450717244343], ""type"": ""Point""}";Fairview;B81610;49.26450717244343, -123.14173682890748
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53003;"{""coordinates"": [-123.11340652923383, 49.2667027524163], ""type"": ""Point""}";Mount Pleasant;B50409;49.2667027524163, -123.11340652923383
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$ .75;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53846;"{""coordinates"": [-123.14301707181272, 49.26717180939571], ""type"": ""Point""}";Fairview;B51637;49.26717180939571, -123.14301707181272
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51331;"{""coordinates"": [-123.06884514480299, 49.26040473311635], ""type"": ""Point""}";Kensington-Cedar Cottage;C11716;49.26040473311635, -123.06884514480299
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61126;"{""coordinates"": [-123.12144066900517, 49.2889566435122], ""type"": ""Point""}";Downtown;041146;49.2889566435122, -123.12144066900517
Twin Bay Single;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64440;"{""coordinates"": [-123.12174646832524, 49.2890474067973], ""type"": ""Point""}";Downtown;041154;49.2890474067973, -123.12174646832524
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65987;"{""coordinates"": [-123.12079836361015, 49.28892032861267], ""type"": ""Point""}";Downtown;041125;49.28892032861267, -123.12079836361015
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65173;"{""coordinates"": [-123.12094867942102, 49.288963842916225], ""type"": ""Point""}";Downtown;041131;49.288963842916225, -123.12094867942102
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65093;"{""coordinates"": [-123.12126211144623, 49.28905516618914], ""type"": ""Point""}";Downtown;041139;49.28905516618914, -123.12126211144623
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52202;"{""coordinates"": [-123.11525453505692, 49.255593233417734], ""type"": ""Point""}";South Cambie;563305;49.255593233417734, -123.11525453505692
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50172;"{""coordinates"": [-123.14044905517534, 49.26372652181595], ""type"": ""Point""}";Fairview;301531;49.26372652181595, -123.14044905517534
Single;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65158;"{""coordinates"": [-123.11961976191276, 49.28012004688782], ""type"": ""Point""}";Downtown;600824;49.28012004688782, -123.11961976191276
Twin;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61928;"{""coordinates"": [-123.12870372182687, 49.287207596539986], ""type"": ""Point""}";West End;121301;49.287207596539986, -123.12870372182687
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65879;"{""coordinates"": [-123.12611217625361, 49.27859227402515], ""type"": ""Point""}";Downtown;621107;49.27859227402515, -123.12611217625361
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65935;"{""coordinates"": [-123.12611217625361, 49.27859227402515], ""type"": ""Point""}";Downtown;621109;49.27859227402515, -123.12611217625361
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52926;"{""coordinates"": [-123.16058744925269, 49.23458214678347], ""type"": ""Point""}";Kerrisdale;K12310;49.23458214678347, -123.16058744925269
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50620;"{""coordinates"": [-123.14633339773923, 49.266369026796866], ""type"": ""Point""}";Kitsilano;B61809;49.266369026796866, -123.14633339773923
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52755;"{""coordinates"": [-123.15782942856718, 49.23367926206493], ""type"": ""Point""}";Kerrisdale;K22143;49.23367926206493, -123.15782942856718
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53586;"{""coordinates"": [-123.2036182569059, 49.263821374711874], ""type"": ""Point""}";West Point Grey;D04307;49.263821374711874, -123.2036182569059
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52135;"{""coordinates"": [-123.12780842743747, 49.26331277232445], ""type"": ""Point""}";Fairview;301016;49.26331277232445, -123.12780842743747
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53510;"{""coordinates"": [-123.12834398057194, 49.26333284065728], ""type"": ""Point""}";Fairview;301028;49.26333284065728, -123.12834398057194
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51672;"{""coordinates"": [-123.12975525332912, 49.26354638476093], ""type"": ""Point""}";Fairview;301109;49.26354638476093, -123.12975525332912
Twin;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65074;"{""coordinates"": [-123.1292356436486, 49.276952139939944], ""type"": ""Point""}";Downtown;170808;49.276952139939944, -123.1292356436486
Twin;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65056;"{""coordinates"": [-123.12945662603879, 49.27709605841853], ""type"": ""Point""}";Downtown;170818;49.27709605841853, -123.12945662603879
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64415;"{""coordinates"": [-123.12424516664251, 49.27370175132762], ""type"": ""Point""}";Downtown;170206;49.27370175132762, -123.12424516664251
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63335;"{""coordinates"": [-123.12499152371801, 49.2817194789797], ""type"": ""Point""}";Downtown;640920;49.2817194789797, -123.12499152371801
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64006;"{""coordinates"": [-123.12461414748194, 49.28196923291092], ""type"": ""Point""}";Downtown;640904;49.28196923291092, -123.12461414748194
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60875;"{""coordinates"": [-123.12631044555332, 49.28084726645619], ""type"": ""Point""}";Downtown;641008;49.28084726645619, -123.12631044555332
Twin Bay Single;$8.00;$3.00;$8.00;$3.00;$8.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;62466;"{""coordinates"": [-123.12045125327543, 49.284989513765396], ""type"": ""Point""}";Downtown;640615;49.284989513765396, -123.12045125327543
Twin Bay Single;$8.00;$3.00;$8.00;$3.00;$8.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;63994;"{""coordinates"": [-123.12045125327543, 49.284989513765396], ""type"": ""Point""}";Downtown;640617;49.284989513765396, -123.12045125327543
Twin Bay Single;$8.00;$2.00;$8.00;$2.00;$8.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;66256;"{""coordinates"": [-123.1154414864966, 49.28622227033504], ""type"": ""Point""}";Downtown;060812;49.28622227033504, -123.1154414864966
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65203;"{""coordinates"": [-123.1312002778178, 49.27425071272024], ""type"": ""Point""}";Downtown;350706;49.27425071272024, -123.1312002778178
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65786;"{""coordinates"": [-123.13151109448474, 49.274451491836615], ""type"": ""Point""}";Downtown;350716;49.274451491836615, -123.13151109448474
Twin;$7.00;$2.00;$7.00;$2.00;$7.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51410;"{""coordinates"": [-123.12311344814452, 49.26344180638414], ""type"": ""Point""}";Fairview;300825;49.26344180638414, -123.12311344814452
Twin;$8.00;$2.00;$8.00;$2.00;$8.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53783;"{""coordinates"": [-123.1198238390205, 49.2626544960851], ""type"": ""Point""}";Fairview;812512;49.2626544960851, -123.1198238390205
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;3 Hr;;No;65727;"{""coordinates"": [-123.13307376660153, 49.27561880746916], ""type"": ""Point""}";Downtown;350905;49.27561880746916, -123.13307376660153
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;3 Hr;;No;65205;"{""coordinates"": [-123.13307376660153, 49.27561880746916], ""type"": ""Point""}";Downtown;350907;49.27561880746916, -123.13307376660153
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65783;"{""coordinates"": [-123.12527443147104, 49.27529033291082], ""type"": ""Point""}";Downtown;591229;49.27529033291082, -123.12527443147104
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65994;"{""coordinates"": [-123.1255125031961, 49.2751331534862], ""type"": ""Point""}";Downtown;591237;49.2751331534862, -123.1255125031961
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62670;"{""coordinates"": [-123.12044358110222, 49.27626695867943], ""type"": ""Point""}";Downtown;571034;49.27626695867943, -123.12044358110222
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65031;"{""coordinates"": [-123.12409350320527, 49.28647997373692], ""type"": ""Point""}";Downtown;111129;49.28647997373692, -123.12409350320527
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62309;"{""coordinates"": [-123.12444885960262, 49.28671086641408], ""type"": ""Point""}";Downtown;111141;49.28671086641408, -123.12444885960262
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63797;"{""coordinates"": [-123.12444885960262, 49.28671086641408], ""type"": ""Point""}";Downtown;111143;49.28671086641408, -123.12444885960262
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61953;"{""coordinates"": [-123.12590405350048, 49.28765187593296], ""type"": ""Point""}";Downtown;111211;49.28765187593296, -123.12590405350048
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64833;"{""coordinates"": [-123.12615624320955, 49.287815330952746], ""type"": ""Point""}";Downtown;111219;49.287815330952746, -123.12615624320955
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62475;"{""coordinates"": [-123.12628386053235, 49.287897965102935], ""type"": ""Point""}";Downtown;111221;49.287897965102935, -123.12628386053235
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63887;"{""coordinates"": [-123.12714798131141, 49.28845873881588], ""type"": ""Point""}";Downtown;111309;49.28845873881588, -123.12714798131141
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61870;"{""coordinates"": [-123.12754319748397, 49.288713532172444], ""type"": ""Point""}";Downtown;111319;49.288713532172444, -123.12754319748397
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62414;"{""coordinates"": [-123.12780819289506, 49.28888456134646], ""type"": ""Point""}";Downtown;111327;49.28888456134646, -123.12780819289506
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60452;"{""coordinates"": [-123.12321831751154, 49.27445286089333], ""type"": ""Point""}";Downtown;571216;49.27445286089333, -123.12321831751154
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64370;"{""coordinates"": [-123.12437506069027, 49.284399510365404], ""type"": ""Point""}";West End;121041;49.284399510365404, -123.12437506069027
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64475;"{""coordinates"": [-123.12339431523738, 49.283590231490976], ""type"": ""Point""}";West End;121014;49.283590231490976, -123.12339431523738
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64457;"{""coordinates"": [-123.12597267290751, 49.28543903405208], ""type"": ""Point""}";West End;121133;49.28543903405208, -123.12597267290751
Pay Station;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60471;"{""coordinates"": [-123.12077047924254, 49.276214175530725], ""type"": ""Point""}";Downtown;571053C;49.276214175530725, -123.12077047924254
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60477;"{""coordinates"": [-123.11319708491487, 49.2819907770677], ""type"": ""Point""}";Downtown;580533;49.2819907770677, -123.11319708491487
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66075;"{""coordinates"": [-123.12544776638029, 49.281687573401506], ""type"": ""Point""}";West End;640911;49.281687573401506, -123.12544776638029
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66074;"{""coordinates"": [-123.12580108801787, 49.28145394429493], ""type"": ""Point""}";West End;640921;49.28145394429493, -123.12580108801787
Single Motorbike;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;61939;"{""coordinates"": [-123.12882531523071, 49.27918139795609], ""type"": ""Point""}";Downtown;641198;49.27918139795609, -123.12882531523071
Twin;$4.00;$2.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65739;"{""coordinates"": [-123.1285302405534, 49.27937919779553], ""type"": ""Point""}";Downtown;641140;49.27937919779553, -123.1285302405534
Single;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61538;"{""coordinates"": [-123.1226683511258, 49.28352530367541], ""type"": ""Point""}";West End;640723;49.28352530367541, -123.1226683511258
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62211;"{""coordinates"": [-123.12044358110222, 49.27626695867943], ""type"": ""Point""}";Downtown;571032;49.27626695867943, -123.12044358110222
Twin;$8.00;$4.00;$8.00;$4.00;$8.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64200;"{""coordinates"": [-123.10945001154757, 49.28298628514088], ""type"": ""Point""}";Downtown;560311;49.28298628514088, -123.10945001154757
Pay Station;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67813;"{""coordinates"": [-123.10318919721945, 49.283317653045586], ""type"": ""Point""}";Downtown;030009C;49.283317653045586, -123.10318919721945
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64812;"{""coordinates"": [-123.11367902851703, 49.28296655947333], ""type"": ""Point""}";Downtown;590515;49.28296655947333, -123.11367902851703
Single;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65036;"{""coordinates"": [-123.11410815602815, 49.28268212281175], ""type"": ""Point""}";Downtown;590527;49.28268212281175, -123.11410815602815
Twin;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60249;"{""coordinates"": [-123.10701760064613, 49.28263353288655], ""type"": ""Point""}";Downtown;540307;49.28263353288655, -123.10701760064613
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61570;"{""coordinates"": [-123.12300005042526, 49.27308331477554], ""type"": ""Point""}";Downtown;170139;49.27308331477554, -123.12300005042526
Pay Station;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64845;"{""coordinates"": [-123.12496515976773, 49.28598313058095], ""type"": ""Point""}";West End;201130C;49.28598313058095, -123.12496515976773
Twin Bay Single;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;62027;"{""coordinates"": [-123.11416423388197, 49.28264288443231], ""type"": ""Point""}";Downtown;590529;49.28264288443231, -123.11416423388197
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61909;"{""coordinates"": [-123.12339431523738, 49.283590231490976], ""type"": ""Point""}";West End;121012;49.283590231490976, -123.12339431523738
Single Motorbike;$1.50;$1.00;$1.50;$1.00;$1.50;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;66160;"{""coordinates"": [-123.11340352763054, 49.281854720479984], ""type"": ""Point""}";Downtown;580599;49.281854720479984, -123.11340352763054
